index,handover_count,joint_limit_count,joint_margin_q1_mean,joint_margin_q1_std,joint_margin_q2_mean,joint_margin_q2_std,joint_margin_q3_mean,joint_margin_q3_std,joint_margin_q4_mean,joint_margin_q4_std,joint_margin_q5_mean,joint_margin_q5_std,joint_margin_q6_mean,joint_margin_q6_std
0,1,2,0.6559929289331886,0.04211488135313224,0.988566073009619,0.01053790922176518,0.24324010380272676,0.18942426961509742,0.8899576152214915,0.09125258022302797,0.8948495379951927,0.1593665054816869,0.5193889713399038,0.3276598271502661
1,1,0,0.6479317113560377,0.03988842946631884,0.9917521635280678,0.007816732422921087,0.35176093439850054,0.08302121731384841,0.9554599715153972,0.028452095797606464,0.5522415760500125,0.23407438766556476,0.7920570360066702,0.17739132821372458
2,1,1,0.6192397286910188,0.027367880186660608,0.9836003907506217,0.015675663991297478,0.33633782223760134,0.2963903842587775,0.8532677888697333,0.19327518619657233,0.8180326892881028,0.17250629350676622,0.7950959906027999,0.12028099693909668
4,3,1,0.6356375477681233,0.058517559259755415,0.9864541856152882,0.02457117698883277,0.32770607986011363,0.10226027665983362,0.8760322062371243,0.13396949114957404,0.9161199472174532,0.10916831898032284,0.6195551626313092,0.18246153989987127
5,1,3,0.6623636262383341,0.04377697611797191,0.9924383222887991,0.007562873643235415,0.2223229404221176,0.2340780455489759,0.8818579422562174,0.11090189704199813,0.7677018078120563,0.17381325755953772,0.6294929021553797,0.32473873560841904
6,3,5,0.6934133396810019,0.02729096926770212,0.9931808466904752,0.00639011467139486,0.20191920562808263,0.12113003982168485,0.9038507148284702,0.1056854055155697,0.7632585847064417,0.24953793120260925,0.7023321055516996,0.2077720534060029
7,3,2,0.6721351985892565,0.03482543841787108,0.9958747292670973,0.0030095170932436834,0.1926461652692892,0.28329087594101376,0.9582965767109493,0.03220106137219494,0.770447272836227,0.1877728800467483,0.8608624630664276,0.10614419439760159
8,1,1,0.6841347405023311,0.03255957490093122,0.9963849322754813,0.0018342144423470325,0.25075937477408444,0.20088243445908494,0.9532851542828211,0.050441805133616,0.8626424951383852,0.1311546735038781,0.6669103309445112,0.13226987930564257
9,1,1,0.6589233625156792,0.046024062593474226,0.9923533996147239,0.005879615990359384,0.1525400647677176,0.41148001625906655,0.9651193468579196,0.03671623703610861,0.8479304167340411,0.10437066314418919,0.7867258876966032,0.08943298968609213
10,1,0,0.6456599929371281,0.04199366902563354,0.984711520907067,0.020493227478493088,0.4049059404459857,0.06879461284729413,0.9466828883040797,0.03184720558884974,0.7907420229320661,0.18764447973145093,0.8273871411433553,0.13985687750720138
11,1,0,0.6562998337237133,0.052727371204624805,0.9840268852804419,0.022547651752168798,0.4595290525734542,0.07628431970811328,0.9216074207816971,0.08843909646513687,0.8647633151960594,0.1555484980152087,0.6867462464795646,0.21338917562264195
12,1,2,0.6353552706687857,0.054504781488899444,0.9769669194721418,0.025334450046599965,0.2720577991965966,0.2667649363440444,0.8107755034915647,0.15492986779072432,0.9043934321441625,0.07603147900825497,0.6752990754998691,0.3303878790149241
13,1,1,0.6515172148100766,0.03883420996819288,0.981019840560313,0.01847549072500603,0.416251140050127,0.07629895775317198,0.888119823890587,0.12543880862496093,0.9408544844087533,0.03688469780050312,0.647428199844345,0.30125974803223954
14,1,2,0.6753276550679457,0.021966475863533216,0.9973856887213132,0.0017307976497081396,0.16519735807194158,0.3348705311434477,0.9039536201753109,0.09730925965962682,0.6100353218881638,0.12343408285800947,0.6641648381340435,0.39130207346076207
15,1,1,0.6320355419492141,0.05565843781059725,0.9911245355748914,0.01040980842190591,0.20387626634646563,0.36803846882444874,0.9609381021930312,0.021769029886222042,0.6656351778242782,0.12976938463806542,0.933591709145062,0.041282416121303664
16,1,0,0.6744834941890241,0.06975924863477131,0.9970518970876947,0.0025904521446182167,0.39484237552851786,0.08881330575941454,0.9136878787385049,0.0664882199071028,0.7269571090465966,0.2070984871363782,0.8041088845848765,0.22202225745562354
17,1,0,0.6491333013174705,0.026779534668776275,0.9796092918470966,0.02213294814911956,0.39410441621157044,0.12253512160643285,0.8351011739359293,0.13975906555733447,0.9136445204163784,0.050059033645931096,0.6939522682370681,0.2444012072750661
18,3,4,0.6440653667407998,0.038363511482228246,0.9938623808204284,0.006235452725357989,0.27826832992916894,0.2136044389301383,0.939338897364482,0.04615794238042674,0.717606812648473,0.26763275001974496,0.7494611912217102,0.29978535197313927
19,1,1,0.6293708589667242,0.030930213089120074,0.9891611382717965,0.01059200399801227,0.3468686332781493,0.2234575794102634,0.9003428542299455,0.14333680818669034,0.7376437647697041,0.28398800623626586,0.849762221500554,0.14850449108468827
overall,1.42 ± 0.82,1.42 ± 1.35,0.6538,0.0192,0.9892,0.0060,0.2955,0.0911,0.9083,0.0435,0.7929,0.1053,0.7318,0.0995
